parameter_name,value,param_label,prior_min,prior_max,prior_note,reference
prob_care_seeking_for_complication,"[0.782, 0.782]",local,"[0, 0]","[1, 1]",vague prior,"Chinkhumba, J. et al. (2017) ‘Household costs and time to seek care for pregnancy related complications: The role of results-based financing’, PLOS ONE. Public Library of Science, 12(9), p. e0182326. doi: 10.1371/JOURNAL.PONE.0182326."
,,,,,,
prob_day_reaches_week_one_event,"[[0.4, 0.3, 0.2, 0.05, 0.05], [0.4, 0.3, 0.2, 0.05, 0.05]]",local,"[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]",vague prior,
,,,,,,
prob_early_onset_neonatal_sepsis_day_0,"[0.02, 0.017] ",undetermined,"[0, 0]","[1, 1]",calibration,
rr_eons_maternal_chorio,"[6.6, 6.6]",local,"[0, 0]","[100, 100]",vague prior,
rr_eons_maternal_prom,"[4.9, 4.9]",local,"[0, 0]","[100, 100]",vague prior,
rr_eons_preterm_neonate,"[3.36, 3.36]",local,"[0, 0]","[100, 100]",vague prior,
cfr_early_onset_sepsis,"[0.064, 0.056]",undetermined,"[0, 0]","[1, 1]",calibration,
cfr_late_onset_sepsis,"[0.064, 0.056]",local,"[0, 0]","[1, 1]",vague prior,
prob_mild_impairment_post_sepsis,"[0.12, 0.12]",local,"[0, 0]","[1, 1]",vague prior,
prob_mod_severe_impairment_post_sepsis,"[0.23, 0.23]",local,"[0, 0]","[1, 1]",vague prior,
,,,,,,
prob_failure_to_transition,"[0.01, 0.01]",undetermined,"[0, 0]","[1, 1]",calibration,
prob_enceph_no_resus,"[0.5, 0.5]",undetermined,"[0, 0]","[1, 1]",calibration,
cfr_failed_to_transition,"[0.2, 0.2]",undetermined,"[0, 0]","[1, 1]",calibration,
,,,,,,
prob_encephalopathy,"[0.0097, 0.0097]",undetermined,"[0, 0]","[1, 1]",calibration,
rr_enceph_neonatal_sepsis,"[8.67, 8.67]",local,"[0, 0]","[100, 100]",vague prior,
rr_enceph_obstructed_labour,"[3.8, 3.8]",local,"[0, 0]","[100, 100]",vague prior,
rr_enceph_acute_hypoxic_event,"[8.74, 8.74]",local,"[0, 0]","[100, 100]",vague prior,
prob_enceph_severity,"[[0.422, 0.338, 0.24], [0.422, 0.338, 0.24]] ",local,"[[0, 0, 0], [0, 0, 0]]","[[1, 1, 1], [1, 1, 1]]",vague prior,
prob_mild_impairment_post_enceph,"[0.21, 0.21]",local,"[0, 0]","[1, 1]",vague prior,
prob_mod_severe_impairment_post_enceph,"[0.269, 0.269]",local,"[0, 0]","[1, 1]",vague prior,
