,RealFacility_ID,year,month,service,disruption,mean_all_service
0,Area 30 Police Clinic,2025,1,all,0.03461496194783403,0.03461496194783403
1,Balaka District Hospital,2025,1,all,0.03950146282751563,0.03950146282751563
2,Bangwe Health Centre,2025,1,all,0.0,0.0
3,Benga Health Centre,2025,1,all,0.0,0.0
4,Bilira Health Centre,2025,1,all,0.0,0.0
5,Bolero Rural Hospital,2025,1,all,0.03159144771861957,0.03159144771861957
6,Bondo Health Centre,2025,1,all,0.06518330988725202,0.06518330988725202
7,Bula Health Centre,2025,1,all,0.0,0.0
8,Bulala Health Centre,2025,1,all,0.0,0.0
9,Bvumbwe Health Centre,2025,1,all,0.07719541141542641,0.07719541141542641
10,Bwanje Health Centre,2025,1,all,0.019736512517504107,0.019736512517504107
11,Chadza Health Centre,2025,1,all,0.0,0.0
12,Chakhaza Health Centre,2025,1,all,0.002057154641899735,0.002057154641899735
13,Chamama Health Centre,2025,1,all,0.0,0.0
14,Chambe Health Centre,2025,1,all,0.0,0.0
15,Chang'ambika Health Centre,2025,1,all,0.05063623383198389,0.05063623383198389
16,Chapananga Health Centre,2025,1,all,0.03869793559189583,0.03869793559189583
17,Chifunga Health Centre,2025,1,all,0.0,0.0
18,Chikande Health Centre,2025,1,all,0.03315560670374078,0.03315560670374078
19,Chikole Dispensary,2025,1,all,0.056533179880102556,0.056533179880102556
20,Chikuse Health Centre,2025,1,all,0.0,0.0
21,Chikwawa District Hospital,2025,1,all,0.04022847672687674,0.04022847672687674
22,Chikweo Health Centre,2025,1,all,0.038093305578761553,0.038093305578761553
23,Chikwina Health Centre,2025,1,all,0.017055592418915005,0.017055592418915005
24,Chileka Health Centre,2025,1,all,0.03514732300483081,0.03514732300483081
25,Chileka Sda Health Centre,2025,1,all,0.0,0.0
26,Chilonga Health Centre,2025,1,all,0.0,0.0
27,Chilumba Rural Hospital,2025,1,all,0.0,0.0
28,Chimatiro Health Centre,2025,1,all,0.0,0.0
29,Chimbalanga Health Centre,2025,1,all,0.042560718716503264,0.042560718716503264
30,Chimoto Health Centre,2025,1,all,0.041202073680076265,0.041202073680076265
31,Chingale Health Centre,2025,1,all,0.04765343881482524,0.04765343881482524
32,Chingazi Health Centre,2025,1,all,0.0,0.0
33,Chintheche Rural Hospital,2025,1,all,0.0,0.0
34,Chinyama Health Centre,2025,1,all,0.0029610194179330498,0.0029610194179330498
35,Chioshya Health Centre,2025,1,all,0.0,0.0
36,Chipho Health Centre,2025,1,all,0.0,0.0
37,Chipoka Health Centre,2025,1,all,0.013180640788164666,0.013180640788164666
38,Chiradzulu District Hospital,2025,1,all,0.06640929063098977,0.06640929063098977
39,Chiringa Health Centre,2025,1,all,0.0,0.0
40,Chiringa Maternity,2025,1,all,0.050686242155892625,0.050686242155892625
41,Chisala Health Centre,2025,1,all,0.0,0.0
42,Chisepo Health Centre,2025,1,all,0.0036828262543362107,0.0036828262543362107
43,Chisi Health Centre,2025,1,all,0.0,0.0
44,Chisimuka Health Centre,2025,1,all,0.0,0.0
45,Chisitu Health Centre,2025,1,all,0.05746239841948016,0.05746239841948016
46,Chitala Health Centre,2025,1,all,0.0,0.0
47,Chitekesa Health Centre,2025,1,all,0.0,0.0
48,Chitera Health Centre,2025,1,all,0.06532272552656893,0.06532272552656893
49,Chitheka Health Centre,2025,1,all,0.0013574047004231904,0.0013574047004231904
50,Chitimba Health Centre,2025,1,all,0.11662632451496416,0.11662632451496416
51,Chitipa District Hospital,2025,1,all,0.030401373151494066,0.030401373151494066
52,Chitowo Health Centre,2025,1,all,0.03565873074634684,0.03565873074634684
53,Chiwamba Health Centre,2025,1,all,0.0,0.0
54,Chiwe Health Centre,2025,1,all,0.0,0.0
55,Choma Health Centre,2025,1,all,0.0,0.0
56,City Clinic Zomba,2025,1,all,0.060862581283309215,0.060862581283309215
57,Dedza District Hospital,2025,1,all,0.04782505593927501,0.04782505593927501
58,Diamphwe Health Centre,2025,1,all,0.035888607820328544,0.035888607820328544
59,Dickson Health Centre,2025,1,all,0.02984622463765636,0.02984622463765636
60,Domasi Rural Hospital,2025,1,all,0.057070643500584474,0.057070643500584474
61,Dr David Livingstone Memorial Clinic,2025,1,all,0.0,0.0
62,Dwambazi Rural Hospital,2025,1,all,0.026812356502799655,0.026812356502799655
63,Dzenje Health Centre,2025,1,all,0.05501752886905676,0.05501752886905676
64,Dzenza Health Centre,2025,1,all,0.0,0.0
65,Dziwe Health Centre,2025,1,all,0.06000982467633859,0.06000982467633859
66,Emsizini Health Centre,2025,1,all,0.000307050451524923,0.000307050451524923
67,Endindeni Health Centre,2025,1,all,0.007939690973425907,0.007939690973425907
68,Engucwini Health Centre,2025,1,all,0.022223221449438477,0.022223221449438477
69,Euthini Rural Hospital,2025,1,all,0.0,0.0
70,Fulirwa Health Centre,2025,1,all,0.05047426997588592,0.05047426997588592
71,Gaga Health Centre,2025,1,all,0.05052306020949327,0.05052306020949327
72,Ganya Health Centre,2025,1,all,0.0,0.0
73,Hora Health Centre,2025,1,all,0.0,0.0
74,Ifumbo Health Centre,2025,1,all,0.026977763690941178,0.026977763690941178
75,Jalasi Health Centre,2025,1,all,0.056931773655795666,0.056931773655795666
76,Jalawe Health Centre,2025,1,all,0.12394553262946872,0.12394553262946872
77,Jenda Health Centre,2025,1,all,0.005559544041771552,0.005559544041771552
78,Kabudula Rural Hospital,2025,1,all,0.02522427044119472,0.02522427044119472
79,Kabuwa Health Centre,2025,1,all,0.0,0.0
80,Kabwafu Health Centre,2025,1,all,0.0,0.0
81,Kachere Health Centre,2025,1,all,0.033193722904070855,0.033193722904070855
82,Kafele Health Centre,2025,1,all,0.0,0.0
83,Kaigwazanga Health Centre,2025,1,all,0.023519275425513478,0.023519275425513478
84,Kakoma Health Centre,2025,1,all,0.0,0.0
85,Kalemba Health Centre,2025,1,all,0.0,0.0
86,Kalembo Health Centre,2025,1,all,0.02003425748811966,0.02003425748811966
87,Kalimanjira Health Centre,2025,1,all,0.032683320714117954,0.032683320714117954
88,Kalinde Health Centre,2025,1,all,0.0,0.0
89,Kalulu Health Centre,2025,1,all,0.04076149061532293,0.04076149061532293
90,Kaluluma Rural Hospital,2025,1,all,0.0,0.0
91,Kambenje Health Centre,2025,1,all,0.05641061343832352,0.05641061343832352
92,Kamboni Health Centre,2025,1,all,0.0,0.0
93,Kameme Health Centre,2025,1,all,0.0,0.0
94,Kamsonga Health Centre,2025,1,all,0.0,0.0
95,Kamteteka Health Centre,2025,1,all,0.0,0.0
96,Kamwe Health Centre,2025,1,all,0.0,0.0
97,Kande Health Centre,2025,1,all,0.007721953412757362,0.007721953412757362
98,Kandeu Health Centre,2025,1,all,0.03900733701935025,0.03900733701935025
99,Kangolwa Health Centre,2025,1,all,0.0,0.0
100,Kanyama Health Centre,2025,1,all,0.0,0.0
101,Kanyezi Health Centre,2025,1,all,0.0,0.0
102,Kapanga Health Centre,2025,1,all,0.0,0.0
103,Kapelula Health Centre,2025,1,all,0.0,0.0
104,Kapenda Health Centre,2025,1,all,0.0,0.0
105,Kapeni Health Centre,2025,1,all,0.03564761665179431,0.03564761665179431
106,Kaphuka Health Centre,2025,1,all,0.03677744781932003,0.03677744781932003
107,Kapire Health Centre,2025,1,all,0.0,0.0
108,Kaporo Rural Hospital,2025,1,all,0.03514474748761113,0.03514474748761113
109,Karonga District Hospital,2025,1,all,0.03118802957930881,0.03118802957930881
110,Kaseye Mission Hospital,2025,1,all,0.02651516957617902,0.02651516957617902
111,Kasina Health Centre,2025,1,all,0.0,0.0
112,Kasinje Health Centre,2025,1,all,0.0,0.0
113,Kasoba Health Centre,2025,1,all,0.02943083185520888,0.02943083185520888
114,Kasungu District Hospital,2025,1,all,0.0,0.0
115,Katchale Health Centre,2025,1,all,0.01303285477085803,0.01303285477085803
116,Katimbila Health Centre,2025,1,all,0.0,0.0
117,Katowo Rural Hospital,2025,1,all,0.031905886574110934,0.031905886574110934
118,Katsekera Health Centre,2025,1,all,0.06852517340806219,0.06852517340806219
119,Katuli Health Centre,2025,1,all,0.06276668507976836,0.06276668507976836
120,Kaundu Health Centre,2025,1,all,0.0,0.0
121,Kavuzi Health Centre,2025,1,all,0.0,0.0
122,Kawamba Health Centre,2025,1,all,0.0,0.0
123,Kaweche Health Centre,2025,1,all,0.0,0.0
124,Kawinga Dispensary,2025,1,all,0.0375881246388084,0.0375881246388084
125,Kayembe Health Centre,2025,1,all,0.0,0.0
126,Khanda Health Centre,2025,1,all,0.0,0.0
127,Khola Health Centre,2025,1,all,0.0,0.0
128,Khondowe Health Centre,2025,1,all,0.0,0.0
129,Khosolo Health Centre,2025,1,all,0.020246716482925708,0.020246716482925708
130,Khuwi Health Centre,2025,1,all,0.0180699061294216,0.0180699061294216
131,Khuyukuyu Health Centre,2025,1,all,0.0,0.0
132,Kochilira Rural Hospital,2025,1,all,0.019467254525509653,0.019467254525509653
133,Kukalanga Dispensary,2025,1,all,0.023976661096705085,0.023976661096705085
134,Kunenekude Health Centre,2025,1,all,0.0747970181229851,0.0747970181229851
135,Kwitanda Health Centre,2025,1,all,0.04829454591965923,0.04829454591965923
136,Lambulira Health Centre,2025,1,all,0.058269585806018764,0.058269585806018764
137,Lemwe Health Centre,2025,1,all,0.025572796287748282,0.025572796287748282
138,Lilongwe City Assembly Chinsapo,2025,1,all,0.0,0.0
139,Limbe Health Centre,2025,1,all,0.0,0.0
140,Lirangwe Health Centre,2025,1,all,0.059963003306659754,0.059963003306659754
141,Liuzi Health Centre,2025,1,all,0.03344671836048957,0.03344671836048957
142,Livwezi Health Centre,2025,1,all,0.0,0.0
143,Liwonde Medical Clinic,2025,1,all,0.02885983657911123,0.02885983657911123
144,Lizulu Health Centre,2025,1,all,0.04047718629669917,0.04047718629669917
145,Lobi Health Centre,2025,1,all,0.04071452178933544,0.04071452178933544
146,Lulwe Health Centre,2025,1,all,0.0,0.0
147,Lundu Health Centre,2025,1,all,0.06590624582933065,0.06590624582933065
148,Lungwena Health Centre,2025,1,all,0.042887173918382544,0.042887173918382544
149,Lupembe Health Centre,2025,1,all,0.021915085763655147,0.021915085763655147
150,Lura Health Centre,2025,1,all,0.12661742241333626,0.12661742241333626
151,Luwalika Health Centre,2025,1,all,0.061398516597105636,0.061398516597105636
152,Luwani Health Centre,2025,1,all,0.0,0.0
153,Luwawa Health Centre,2025,1,all,0.0,0.0
154,Luwerezi Health Centre,2025,1,all,0.0,0.0
155,Luzi Health Centre,2025,1,all,0.0,0.0
156,Lwazi Health Centre,2025,1,all,0.0,0.0
157,M'mambo Heaith Centre,2025,1,all,0.0,0.0
158,Mabili Health Centre,2025,1,all,0.0,0.0
159,Machinga District Hospital,2025,1,all,0.04983129790306831,0.04983129790306831
160,Machinjiri Health Centre,2025,1,all,0.058270839596350724,0.058270839596350724
161,Madziabango Health Centre,2025,1,all,0.05805672771699747,0.05805672771699747
162,Maganga Health Centre,2025,1,all,0.0,0.0
163,Magareta Health Centre,2025,1,all,0.0,0.0
164,Makanjira Health Centre,2025,1,all,0.047914266636107435,0.047914266636107435
165,Makapwa Health Centre,2025,1,all,0.0,0.0
166,Makhanga Health Centre,2025,1,all,0.0,0.0
167,Makiyoni Health Centre,2025,1,all,0.0,0.0
168,Makwapala Health Centre,2025,1,all,0.0,0.0
169,Malambo Health Centre,2025,1,all,0.0,0.0
170,Malembo Health Centre,2025,1,all,0.009534608384624853,0.009534608384624853
171,Malombe Dispensary,2025,1,all,0.03577177597901715,0.03577177597901715
172,Malomo Health Centre,2025,1,all,0.0,0.0
173,Malukula Health Centre,2025,1,all,0.0,0.0
174,Maluwa Health Centre,2025,1,all,0.012738687671852128,0.012738687671852128
175,Mangamba Health Centre,2025,1,all,0.0,0.0
176,Mangochi District Hospital,2025,1,all,0.051650422680189455,0.051650422680189455
177,Mangunda Health Centre,2025,1,all,0.0,0.0
178,Manjawira Health Centre,2025,1,all,0.0,0.0
179,Manolo Health Center,2025,1,all,0.0,0.0
180,Maonde Health Centre,2025,1,all,0.0,0.0
181,Masenjere Health Centre,2025,1,all,0.03213706688535465,0.03213706688535465
182,Matanda Health Centre,2025,1,all,0.0,0.0
183,Matapila Health Centre,2025,1,all,0.009865087049082951,0.009865087049082951
184,Matiki Health Centre,2025,1,all,0.0,0.0
185,Matiya Health Centre,2025,1,all,0.0,0.0
186,Matuli Health Centre,2025,1,all,0.0,0.0
187,Matumba Health Centre,2025,1,all,0.0,0.0
188,Maula Health Centre,2025,1,all,0.0,0.0
189,Mauwa Health Centre,2025,1,all,0.0,0.0
190,Mayaka Health Centre,2025,1,all,0.0,0.0
191,Mayani Health Centre,2025,1,all,0.038268937382398414,0.038268937382398414
192,Mbabvi Health Centre,2025,1,all,0.024917994908773642,0.024917994908773642
193,Mbalachanda Health Centre,2025,1,all,0.0,0.0
194,Mbang'ombe 1 Health Centre,2025,1,all,0.0,0.0
195,Mbang'ombe 2 Health Centre,2025,1,all,0.0,0.0
196,Mbayani Health Center,2025,1,all,0.0,0.0
197,Mbenje Health Centre,2025,1,all,0.045772563134257725,0.045772563134257725
198,Mbera Health Centre,2025,1,all,0.021662686346955565,0.021662686346955565
199,Mbingwa Health Centre,2025,1,all,0.0,0.0
200,Mbiza Health Centre,2025,1,all,0.056185494365899036,0.056185494365899036
201,Mchima Clinic,2025,1,all,0.05400046758657864,0.05400046758657864
202,Mchinji District Hospital,2025,1,all,0.025037093872061964,0.025037093872061964
203,Mchoka Health Centre,2025,1,all,0.01601951742401539,0.01601951742401539
204,Mdunga Heallth Centre,2025,1,all,0.0,0.0
205,Mfera Health Centre,2025,1,all,0.0,0.0
206,Mhalaunda Health Centre,2025,1,all,0.0,0.0
207,Mhuju Rural Hospital,2025,1,all,0.0903985305238486,0.0903985305238486
208,Mikolongwe Health Centre,2025,1,all,0.07238412103363898,0.07238412103363898
209,Mikundi Health Centre,2025,1,all,0.008892472489518249,0.008892472489518249
210,Milepa Health Centre,2025,1,all,0.060033581197602964,0.060033581197602964
211,Milonde Health Centre,2025,1,all,0.055328675920040614,0.055328675920040614
212,Mimosa Dispensary,2025,1,all,0.06484895163344617,0.06484895163344617
213,Misomali Health Centre (CHAM),2025,1,all,0.0,0.0
214,Misuku Health Centre,2025,1,all,0.04583061506505432,0.04583061506505432
215,Mkanda Health Centre,2025,1,all,0.0,0.0
216,Mkoma Health Centre,2025,1,all,0.008527171688525386,0.008527171688525386
217,Mkumba Health Centre,2025,1,all,0.04758293807666135,0.04758293807666135
218,Mlanda Health Centre,2025,1,all,0.0,0.0
219,Mlangeni Health Centre,2025,1,all,0.045685380624744226,0.045685380624744226
220,Mlowe Health Centre,2025,1,all,0.0,0.0
221,Mnyanja Health Centre,2025,1,all,0.0,0.0
222,Monkey-Bay Community Hospital,2025,1,all,0.0,0.0
223,Mpala Health Centre,2025,1,all,0.06409975442558499,0.06409975442558499
224,Mpamba Health Centre,2025,1,all,0.0,0.0
225,Mpasa Health Centre,2025,1,all,0.0,0.0
226,Mpata Health Centre,2025,1,all,0.0,0.0
