,RealFacility_ID,year,month,service,disruption,mean_all_service
0,Area 30 Police Clinic,2025,1,all,0.04583336000375241,0.04583336000375241
1,Balaka District Hospital,2025,1,all,0.12044215893885749,0.12044215893885749
2,Bangwe Health Centre,2025,1,all,0.0,0.0
3,Benga Health Centre,2025,1,all,0.0,0.0
4,Bilira Health Centre,2025,1,all,0.0,0.0
5,Bolero Rural Hospital,2025,1,all,0.003933161997326136,0.003933161997326136
6,Bondo Health Centre,2025,1,all,0.07135561426468733,0.07135561426468733
7,Bula Health Centre,2025,1,all,0.0,0.0
8,Bulala Health Centre,2025,1,all,0.013034562204757046,0.013034562204757046
9,Bvumbwe Health Centre,2025,1,all,0.114640453204143,0.114640453204143
10,Bwanje Health Centre,2025,1,all,0.10190654516080361,0.10190654516080361
11,Chadza Health Centre,2025,1,all,0.0,0.0
12,Chakhaza Health Centre,2025,1,all,0.02167627265449849,0.02167627265449849
13,Chamama Health Centre,2025,1,all,0.019437318688031054,0.019437318688031054
14,Chambe Health Centre,2025,1,all,0.0,0.0
15,Chang'ambika Health Centre,2025,1,all,0.07223014641136147,0.07223014641136147
16,Chapananga Health Centre,2025,1,all,0.06306940410327697,0.06306940410327697
17,Chifunga Health Centre,2025,1,all,0.0,0.0
18,Chikande Health Centre,2025,1,all,0.11463106470404165,0.11463106470404165
19,Chikole Dispensary,2025,1,all,0.1264795331425696,0.1264795331425696
20,Chikuse Health Centre,2025,1,all,0.0,0.0
21,Chikwawa District Hospital,2025,1,all,0.04689263031605761,0.04689263031605761
22,Chikweo Health Centre,2025,1,all,0.07091668346498173,0.07091668346498173
23,Chikwina Health Centre,2025,1,all,0.0341080066540238,0.0341080066540238
24,Chileka Health Centre,2025,1,all,0.05016069779795475,0.05016069779795475
25,Chileka Sda Health Centre,2025,1,all,0.0,0.0
26,Chilonga Health Centre,2025,1,all,0.0,0.0
27,Chilumba Rural Hospital,2025,1,all,0.0,0.0
28,Chimatiro Health Centre,2025,1,all,0.0,0.0
29,Chimbalanga Health Centre,2025,1,all,0.08977863972867182,0.08977863972867182
30,Chimoto Health Centre,2025,1,all,0.11253250829992023,0.11253250829992023
31,Chingale Health Centre,2025,1,all,0.08622864676026902,0.08622864676026902
32,Chingazi Health Centre,2025,1,all,0.0,0.0
33,Chintheche Rural Hospital,2025,1,all,0.0,0.0
34,Chinyama Health Centre,2025,1,all,0.023578000088040462,0.023578000088040462
35,Chioshya Health Centre,2025,1,all,0.0,0.0
36,Chipho Health Centre,2025,1,all,0.0,0.0
37,Chipoka Health Centre,2025,1,all,0.08873635319481203,0.08873635319481203
38,Chiradzulu District Hospital,2025,1,all,0.10089122220417476,0.10089122220417476
39,Chiringa Health Centre,2025,1,all,0.0,0.0
40,Chiringa Maternity,2025,1,all,0.09679291936214508,0.09679291936214508
41,Chisala Health Centre,2025,1,all,0.0,0.0
42,Chisepo Health Centre,2025,1,all,0.03090161005007284,0.03090161005007284
43,Chisi Health Centre,2025,1,all,0.0,0.0
44,Chisimuka Health Centre,2025,1,all,0.0,0.0
45,Chisitu Health Centre,2025,1,all,0.06920072813391076,0.06920072813391076
46,Chitala Health Centre,2025,1,all,0.0,0.0
47,Chitekesa Health Centre,2025,1,all,0.0,0.0
48,Chitera Health Centre,2025,1,all,0.09984478910107343,0.09984478910107343
49,Chitheka Health Centre,2025,1,all,0.03357105394141286,0.03357105394141286
50,Chitimba Health Centre,2025,1,all,0.09648297085514203,0.09648297085514203
51,Chitipa District Hospital,2025,1,all,0.006861201190445899,0.006861201190445899
52,Chitowo Health Centre,2025,1,all,0.0982741244086668,0.0982741244086668
53,Chiwamba Health Centre,2025,1,all,0.0,0.0
54,Chiwe Health Centre,2025,1,all,0.0,0.0
55,Choma Health Centre,2025,1,all,0.017365652613372154,0.017365652613372154
56,City Clinic Zomba,2025,1,all,0.10201838336524155,0.10201838336524155
57,Dedza District Hospital,2025,1,all,0.12688288907934275,0.12688288907934275
58,Diamphwe Health Centre,2025,1,all,0.09848907539378327,0.09848907539378327
59,Dickson Health Centre,2025,1,all,0.05469437873571111,0.05469437873571111
60,Domasi Rural Hospital,2025,1,all,0.09839261960325388,0.09839261960325388
61,Dr David Livingstone Memorial Clinic,2025,1,all,0.0,0.0
62,Dwambazi Rural Hospital,2025,1,all,0.030597181846299847,0.030597181846299847
63,Dzenje Health Centre,2025,1,all,0.06678630690177556,0.06678630690177556
64,Dzenza Health Centre,2025,1,all,0.0,0.0
65,Dziwe Health Centre,2025,1,all,0.07189051431467784,0.07189051431467784
66,Emsizini Health Centre,2025,1,all,0.018076817720249456,0.018076817720249456
67,Endindeni Health Centre,2025,1,all,0.0249966143981079,0.0249966143981079
68,Engucwini Health Centre,2025,1,all,0.042262918495774085,0.042262918495774085
69,Euthini Rural Hospital,2025,1,all,0.0073136984454938575,0.0073136984454938575
70,Fulirwa Health Centre,2025,1,all,0.04257802047962526,0.04257802047962526
71,Gaga Health Centre,2025,1,all,0.07211954699845996,0.07211954699845996
72,Ganya Health Centre,2025,1,all,0.0,0.0
73,Hora Health Centre,2025,1,all,0.0,0.0
74,Ifumbo Health Centre,2025,1,all,0.003354472433725226,0.003354472433725226
75,Jalasi Health Centre,2025,1,all,0.12684857613762232,0.12684857613762232
76,Jalawe Health Centre,2025,1,all,0.10396907708043689,0.10396907708043689
77,Jenda Health Centre,2025,1,all,0.014944554137593017,0.014944554137593017
78,Kabudula Rural Hospital,2025,1,all,0.05808619328638356,0.05808619328638356
79,Kabuwa Health Centre,2025,1,all,0.0,0.0
80,Kabwafu Health Centre,2025,1,all,0.0,0.0
81,Kachere Health Centre,2025,1,all,0.07453225012902084,0.07453225012902084
82,Kafele Health Centre,2025,1,all,0.0,0.0
83,Kaigwazanga Health Centre,2025,1,all,0.044031353300194476,0.044031353300194476
84,Kakoma Health Centre,2025,1,all,0.0,0.0
85,Kalemba Health Centre,2025,1,all,0.0,0.0
86,Kalembo Health Centre,2025,1,all,0.04958412674580942,0.04958412674580942
87,Kalimanjira Health Centre,2025,1,all,0.11419857800123101,0.11419857800123101
88,Kalinde Health Centre,2025,1,all,0.0,0.0
89,Kalulu Health Centre,2025,1,all,0.08806814394924302,0.08806814394924302
