,RealFacility_ID,year,month,service,disruption,mean_all_service
0,Area 30 Police Clinic,2025,1,all,0.0166184772900511,0.0166184772900511
1,Balaka District Hospital,2025,1,all,0.01854324703587947,0.01854324703587947
2,Bangwe Health Centre,2025,1,all,0.0,0.0
3,Benga Health Centre,2025,1,all,0.0,0.0
4,Bilira Health Centre,2025,1,all,0.0,0.0
5,Bolero Rural Hospital,2025,1,all,0.021918383221591026,0.021918383221591026
6,Bondo Health Centre,2025,1,all,0.07322437625622834,0.07322437625622834
7,Bula Health Centre,2025,1,all,0.0,0.0
8,Bulala Health Centre,2025,1,all,0.0,0.0
9,Bvumbwe Health Centre,2025,1,all,0.08899362028744959,0.08899362028744959
10,Bwanje Health Centre,2025,1,all,0.009186877002525986,0.009186877002525986
11,Chadza Health Centre,2025,1,all,0.0,0.0
12,Chakhaza Health Centre,2025,1,all,0.0,0.0
13,Chamama Health Centre,2025,1,all,0.0,0.0
14,Chambe Health Centre,2025,1,all,0.0,0.0
15,Chang'ambika Health Centre,2025,1,all,0.07147066261135698,0.07147066261135698
16,Chapananga Health Centre,2025,1,all,0.06711796094052745,0.06711796094052745
17,Chifunga Health Centre,2025,1,all,0.0,0.0
18,Chikande Health Centre,2025,1,all,0.012058923421652872,0.012058923421652872
19,Chikole Dispensary,2025,1,all,0.0323497696859418,0.0323497696859418
20,Chikuse Health Centre,2025,1,all,0.0,0.0
21,Chikwawa District Hospital,2025,1,all,0.05518247819499039,0.05518247819499039
22,Chikweo Health Centre,2025,1,all,0.014955467410625376,0.014955467410625376
23,Chikwina Health Centre,2025,1,all,0.0146900304092828,0.0146900304092828
24,Chileka Health Centre,2025,1,all,0.03983983298294277,0.03983983298294277
25,Chileka Sda Health Centre,2025,1,all,0.0,0.0
26,Chilonga Health Centre,2025,1,all,0.0,0.0
27,Chilumba Rural Hospital,2025,1,all,0.0,0.0
28,Chimatiro Health Centre,2025,1,all,0.0,0.0
29,Chimbalanga Health Centre,2025,1,all,0.019704879860035024,0.019704879860035024
30,Chimoto Health Centre,2025,1,all,0.05140992606500994,0.05140992606500994
31,Chingale Health Centre,2025,1,all,0.04492004848630395,0.04492004848630395
32,Chingazi Health Centre,2025,1,all,0.0,0.0
33,Chintheche Rural Hospital,2025,1,all,0.0,0.0
34,Chinyama Health Centre,2025,1,all,0.0032657168590200553,0.0032657168590200553
35,Chioshya Health Centre,2025,1,all,0.0,0.0
36,Chipho Health Centre,2025,1,all,0.0,0.0
37,Chipoka Health Centre,2025,1,all,0.014276822708991206,0.014276822708991206
38,Chiradzulu District Hospital,2025,1,all,0.06676349188729112,0.06676349188729112
39,Chiringa Health Centre,2025,1,all,0.0,0.0
40,Chiringa Maternity,2025,1,all,0.04045469529041824,0.04045469529041824
41,Chisala Health Centre,2025,1,all,0.0,0.0
42,Chisepo Health Centre,2025,1,all,0.0006594407911840056,0.0006594407911840056
43,Chisi Health Centre,2025,1,all,0.0,0.0
44,Chisimuka Health Centre,2025,1,all,0.0,0.0
45,Chisitu Health Centre,2025,1,all,0.06629071808320815,0.06629071808320815
46,Chitala Health Centre,2025,1,all,0.0,0.0
47,Chitekesa Health Centre,2025,1,all,0.0,0.0
48,Chitera Health Centre,2025,1,all,0.0656773390221106,0.0656773390221106
49,Chitheka Health Centre,2025,1,all,0.012516169315174264,0.012516169315174264
50,Chitimba Health Centre,2025,1,all,0.07174474239405501,0.07174474239405501
51,Chitipa District Hospital,2025,1,all,0.03458496650013306,0.03458496650013306
52,Chitowo Health Centre,2025,1,all,0.04856417902048161,0.04856417902048161
53,Chiwamba Health Centre,2025,1,all,0.0,0.0
54,Chiwe Health Centre,2025,1,all,0.0,0.0
55,Choma Health Centre,2025,1,all,0.0063216704218449675,0.0063216704218449675
56,City Clinic Zomba,2025,1,all,0.05532879227295793,0.05532879227295793
57,Dedza District Hospital,2025,1,all,0.05590087957458902,0.05590087957458902
58,Diamphwe Health Centre,2025,1,all,0.048790979728468936,0.048790979728468936
59,Dickson Health Centre,2025,1,all,0.0331541609264139,0.0331541609264139
60,Domasi Rural Hospital,2025,1,all,0.051514510812714055,0.051514510812714055
61,Dr David Livingstone Memorial Clinic,2025,1,all,0.0,0.0
62,Dwambazi Rural Hospital,2025,1,all,0.027180358216303244,0.027180358216303244
63,Dzenje Health Centre,2025,1,all,0.0638687485103465,0.0638687485103465
64,Dzenza Health Centre,2025,1,all,0.0,0.0
65,Dziwe Health Centre,2025,1,all,0.08549897500022986,0.08549897500022986
66,Emsizini Health Centre,2025,1,all,0.0070408284253642844,0.0070408284253642844
67,Endindeni Health Centre,2025,1,all,0.004222647384185643,0.004222647384185643
68,Engucwini Health Centre,2025,1,all,0.02345353232208674,0.02345353232208674
69,Euthini Rural Hospital,2025,1,all,0.0,0.0
70,Fulirwa Health Centre,2025,1,all,0.028204390011548428,0.028204390011548428
71,Gaga Health Centre,2025,1,all,0.07135997266041717,0.07135997266041717
72,Ganya Health Centre,2025,1,all,0.0,0.0
73,Hora Health Centre,2025,1,all,0.0,0.0
74,Ifumbo Health Centre,2025,1,all,0.031176129120904342,0.031176129120904342
75,Jalasi Health Centre,2025,1,all,0.032758580415292324,0.032758580415292324
76,Jalawe Health Centre,2025,1,all,0.07943581764606604,0.07943581764606604
77,Jenda Health Centre,2025,1,all,0.00938391728534834,0.00938391728534834
78,Kabudula Rural Hospital,2025,1,all,0.023484652568697813,0.023484652568697813
79,Kabuwa Health Centre,2025,1,all,0.0,0.0
80,Kabwafu Health Centre,2025,1,all,0.0,0.0
81,Kachere Health Centre,2025,1,all,0.054113766172659145,0.054113766172659145
82,Kafele Health Centre,2025,1,all,0.0,0.0
83,Kaigwazanga Health Centre,2025,1,all,0.03037281277176887,0.03037281277176887
84,Kakoma Health Centre,2025,1,all,0.0,0.0
85,Kalemba Health Centre,2025,1,all,0.0,0.0
86,Kalembo Health Centre,2025,1,all,0.007792061100028237,0.007792061100028237
