,RealFacility_ID,year,month,service,disruption,mean_all_service
0,Area 30 Police Clinic,2025,1,all,0.0388255598516446,0.0388255598516446
1,Balaka District Hospital,2025,1,all,0.04268606320671758,0.04268606320671758
2,Bangwe Health Centre,2025,1,all,0.0,0.0
3,Benga Health Centre,2025,1,all,0.0,0.0
4,Bilira Health Centre,2025,1,all,0.0,0.0
5,Bolero Rural Hospital,2025,1,all,0.0,0.0
6,Bondo Health Centre,2025,1,all,0.09870419492409296,0.09870419492409296
7,Bula Health Centre,2025,1,all,0.0,0.0
8,Bulala Health Centre,2025,1,all,0.0,0.0
9,Bvumbwe Health Centre,2025,1,all,0.10293127706191395,0.10293127706191395
10,Bwanje Health Centre,2025,1,all,0.026367072321760082,0.026367072321760082
11,Chadza Health Centre,2025,1,all,0.0,0.0
12,Chakhaza Health Centre,2025,1,all,0.011206709322490615,0.011206709322490615
13,Chamama Health Centre,2025,1,all,0.0,0.0
14,Chambe Health Centre,2025,1,all,0.0,0.0
15,Chang'ambika Health Centre,2025,1,all,0.09810236408899344,0.09810236408899344
16,Chapananga Health Centre,2025,1,all,0.06788609100640773,0.06788609100640773
17,Chifunga Health Centre,2025,1,all,0.0,0.0
18,Chikande Health Centre,2025,1,all,0.03636124721474512,0.03636124721474512
19,Chikole Dispensary,2025,1,all,0.07397964684924711,0.07397964684924711
20,Chikuse Health Centre,2025,1,all,0.0,0.0
21,Chikwawa District Hospital,2025,1,all,0.06557146300373244,0.06557146300373244
22,Chikweo Health Centre,2025,1,all,0.0255257562220986,0.0255257562220986
23,Chikwina Health Centre,2025,1,all,0.0,0.0
24,Chileka Health Centre,2025,1,all,0.09020932364323031,0.09020932364323031
25,Chileka Sda Health Centre,2025,1,all,0.0,0.0
26,Chilonga Health Centre,2025,1,all,0.0,0.0
27,Chilumba Rural Hospital,2025,1,all,0.0,0.0
28,Chimatiro Health Centre,2025,1,all,0.0,0.0
29,Chimbalanga Health Centre,2025,1,all,0.046235534751030816,0.046235534751030816
30,Chimoto Health Centre,2025,1,all,0.08779050893333419,0.08779050893333419
31,Chingale Health Centre,2025,1,all,0.06749632901059784,0.06749632901059784
32,Chingazi Health Centre,2025,1,all,0.0,0.0
33,Chintheche Rural Hospital,2025,1,all,0.0,0.0
34,Chinyama Health Centre,2025,1,all,0.0,0.0
35,Chioshya Health Centre,2025,1,all,0.0,0.0
36,Chipho Health Centre,2025,1,all,0.0,0.0
37,Chipoka Health Centre,2025,1,all,0.025738655928612453,0.025738655928612453
38,Chiradzulu District Hospital,2025,1,all,0.09242258841258578,0.09242258841258578
39,Chiringa Health Centre,2025,1,all,0.0,0.0
40,Chiringa Maternity,2025,1,all,0.06718375633417582,0.06718375633417582
41,Chisala Health Centre,2025,1,all,0.0,0.0
42,Chisepo Health Centre,2025,1,all,0.01558388825635549,0.01558388825635549
43,Chisi Health Centre,2025,1,all,0.0,0.0
44,Chisimuka Health Centre,2025,1,all,0.0,0.0
45,Chisitu Health Centre,2025,1,all,0.09306095893263665,0.09306095893263665
46,Chitala Health Centre,2025,1,all,0.0,0.0
47,Chitekesa Health Centre,2025,1,all,0.0,0.0
48,Chitera Health Centre,2025,1,all,0.0913662990396355,0.0913662990396355
49,Chitheka Health Centre,2025,1,all,0.008022747633710156,0.008022747633710156
50,Chitimba Health Centre,2025,1,all,0.05612822669643691,0.05612822669643691
51,Chitipa District Hospital,2025,1,all,0.003456457103694806,0.003456457103694806
52,Chitowo Health Centre,2025,1,all,0.0899575017953528,0.0899575017953528
53,Chiwamba Health Centre,2025,1,all,0.0,0.0
54,Chiwe Health Centre,2025,1,all,0.0,0.0
55,Choma Health Centre,2025,1,all,0.0,0.0
56,City Clinic Zomba,2025,1,all,0.07564266680345019,0.07564266680345019
57,Dedza District Hospital,2025,1,all,0.09037357924908404,0.09037357924908404
58,Diamphwe Health Centre,2025,1,all,0.09017443527456412,0.09017443527456412
59,Dickson Health Centre,2025,1,all,0.08517304434727663,0.08517304434727663
60,Domasi Rural Hospital,2025,1,all,0.07191040629861768,0.07191040629861768
61,Dr David Livingstone Memorial Clinic,2025,1,all,0.0,0.0
62,Dwambazi Rural Hospital,2025,1,all,0.018627372243665147,0.018627372243665147
63,Dzenje Health Centre,2025,1,all,0.09070842929150859,0.09070842929150859
64,Dzenza Health Centre,2025,1,all,0.0,0.0
65,Dziwe Health Centre,2025,1,all,0.11394097338805927,0.11394097338805927
66,Emsizini Health Centre,2025,1,all,0.0,0.0
67,Endindeni Health Centre,2025,1,all,0.005541737482180209,0.005541737482180209
68,Engucwini Health Centre,2025,1,all,0.00570588556657496,0.00570588556657496
69,Euthini Rural Hospital,2025,1,all,0.0,0.0
70,Fulirwa Health Centre,2025,1,all,0.013807451722880655,0.013807451722880655
71,Gaga Health Centre,2025,1,all,0.09799484890228712,0.09799484890228712
72,Ganya Health Centre,2025,1,all,0.0,0.0
73,Hora Health Centre,2025,1,all,0.0,0.0
74,Ifumbo Health Centre,2025,1,all,0.0,0.0
75,Jalasi Health Centre,2025,1,all,0.07437086988015791,0.07437086988015791
76,Jalawe Health Centre,2025,1,all,0.06394869286373829,0.06394869286373829
77,Jenda Health Centre,2025,1,all,0.004712121242345698,0.004712121242345698
78,Kabudula Rural Hospital,2025,1,all,0.03918286910634275,0.03918286910634275
79,Kabuwa Health Centre,2025,1,all,0.0,0.0
80,Kabwafu Health Centre,2025,1,all,0.0,0.0
81,Kachere Health Centre,2025,1,all,0.03739953222829749,0.03739953222829749
82,Kafele Health Centre,2025,1,all,0.0,0.0
83,Kaigwazanga Health Centre,2025,1,all,0.04298310417534455,0.04298310417534455
84,Kakoma Health Centre,2025,1,all,0.0,0.0
85,Kalemba Health Centre,2025,1,all,0.0,0.0
86,Kalembo Health Centre,2025,1,all,0.037669550457084616,0.037669550457084616
87,Kalimanjira Health Centre,2025,1,all,0.03589052712250106,0.03589052712250106
88,Kalinde Health Centre,2025,1,all,0.0,0.0
89,Kalulu Health Centre,2025,1,all,0.04444321239563026,0.04444321239563026
90,Kaluluma Rural Hospital,2025,1,all,0.0,0.0
91,Kambenje Health Centre,2025,1,all,0.08388849217686255,0.08388849217686255
92,Kamboni Health Centre,2025,1,all,0.01173696898503876,0.01173696898503876
93,Kameme Health Centre,2025,1,all,0.0,0.0
94,Kamsonga Health Centre,2025,1,all,0.0,0.0
95,Kamteteka Health Centre,2025,1,all,0.0,0.0
96,Kamwe Health Centre,2025,1,all,0.0,0.0
97,Kande Health Centre,2025,1,all,0.011903213787049437,0.011903213787049437
98,Kandeu Health Centre,2025,1,all,0.047545971330494485,0.047545971330494485
99,Kangolwa Health Centre,2025,1,all,0.0,0.0
100,Kanyama Health Centre,2025,1,all,0.0,0.0
101,Kanyezi Health Centre,2025,1,all,0.0,0.0
102,Kapanga Health Centre,2025,1,all,0.0,0.0
103,Kapelula Health Centre,2025,1,all,0.0,0.0
104,Kapenda Health Centre,2025,1,all,0.0,0.0
105,Kapeni Health Centre,2025,1,all,0.09169264433744391,0.09169264433744391
106,Kaphuka Health Centre,2025,1,all,0.09101322772177768,0.09101322772177768
107,Kapire Health Centre,2025,1,all,0.0,0.0
108,Kaporo Rural Hospital,2025,1,all,0.0,0.0
109,Karonga District Hospital,2025,1,all,0.0,0.0
110,Kaseye Mission Hospital,2025,1,all,0.0,0.0
111,Kasina Health Centre,2025,1,all,0.0,0.0
112,Kasinje Health Centre,2025,1,all,0.0,0.0
113,Kasoba Health Centre,2025,1,all,0.0,0.0
114,Kasungu District Hospital,2025,1,all,0.004906695088199783,0.004906695088199783
115,Katchale Health Centre,2025,1,all,0.058316907957704306,0.058316907957704306
116,Katimbila Health Centre,2025,1,all,0.0,0.0
117,Katowo Rural Hospital,2025,1,all,0.0,0.0
118,Katsekera Health Centre,2025,1,all,0.11284182039276493,0.11284182039276493
119,Katuli Health Centre,2025,1,all,0.07705727779553409,0.07705727779553409
