,RealFacility_ID,year,month,service,disruption,mean_all_service
0,Area 30 Police Clinic,2025,1,all,0.0057014391094901305,0.0057014391094901305
1,Balaka District Hospital,2025,1,all,0.009245078611683522,0.009245078611683522
2,Bangwe Health Centre,2025,1,all,0.0,0.0
3,Benga Health Centre,2025,1,all,0.0,0.0
4,Bilira Health Centre,2025,1,all,0.0,0.0
5,Bolero Rural Hospital,2025,1,all,0.028137628437347514,0.028137628437347514
6,Bondo Health Centre,2025,1,all,0.006543837244111456,0.006543837244111456
7,Bula Health Centre,2025,1,all,0.0,0.0
8,Bulala Health Centre,2025,1,all,0.0,0.0
9,Bvumbwe Health Centre,2025,1,all,0.040001125010726474,0.040001125010726474
10,Bwanje Health Centre,2025,1,all,0.0,0.0
11,Chadza Health Centre,2025,1,all,0.0,0.0
12,Chakhaza Health Centre,2025,1,all,0.0,0.0
13,Chamama Health Centre,2025,1,all,0.0,0.0
14,Chambe Health Centre,2025,1,all,0.0,0.0
15,Chang'ambika Health Centre,2025,1,all,0.029716182028226835,0.029716182028226835
16,Chapananga Health Centre,2025,1,all,0.015357449135257138,0.015357449135257138
17,Chifunga Health Centre,2025,1,all,0.0,0.0
18,Chikande Health Centre,2025,1,all,0.002699323525413195,0.002699323525413195
19,Chikole Dispensary,2025,1,all,0.010485393651897575,0.010485393651897575
20,Chikuse Health Centre,2025,1,all,0.0,0.0
21,Chikwawa District Hospital,2025,1,all,0.012301820320732555,0.012301820320732555
22,Chikweo Health Centre,2025,1,all,0.0,0.0
23,Chikwina Health Centre,2025,1,all,0.0031654032314814436,0.0031654032314814436
24,Chileka Health Centre,2025,1,all,0.026652531319546313,0.026652531319546313
25,Chileka Sda Health Centre,2025,1,all,0.0,0.0
26,Chilonga Health Centre,2025,1,all,0.0,0.0
27,Chilumba Rural Hospital,2025,1,all,0.0,0.0
28,Chimatiro Health Centre,2025,1,all,0.0,0.0
29,Chimbalanga Health Centre,2025,1,all,0.013580644142690267,0.013580644142690267
30,Chimoto Health Centre,2025,1,all,0.0141393082453617,0.0141393082453617
31,Chingale Health Centre,2025,1,all,0.003916033127258617,0.003916033127258617
32,Chingazi Health Centre,2025,1,all,0.0,0.0
33,Chintheche Rural Hospital,2025,1,all,0.0,0.0
34,Chinyama Health Centre,2025,1,all,0.0,0.0
35,Chioshya Health Centre,2025,1,all,0.0,0.0
36,Chipho Health Centre,2025,1,all,0.0,0.0
37,Chipoka Health Centre,2025,1,all,0.0,0.0
38,Chiradzulu District Hospital,2025,1,all,0.021116943166718354,0.021116943166718354
39,Chiringa Health Centre,2025,1,all,0.0,0.0
40,Chiringa Maternity,2025,1,all,0.0,0.0
41,Chisala Health Centre,2025,1,all,0.0,0.0
42,Chisepo Health Centre,2025,1,all,0.0,0.0
43,Chisi Health Centre,2025,1,all,0.0,0.0
44,Chisimuka Health Centre,2025,1,all,0.0,0.0
45,Chisitu Health Centre,2025,1,all,0.010478973066638596,0.010478973066638596
46,Chitala Health Centre,2025,1,all,0.0,0.0
47,Chitekesa Health Centre,2025,1,all,0.0,0.0
48,Chitera Health Centre,2025,1,all,0.019977664294092343,0.019977664294092343
49,Chitheka Health Centre,2025,1,all,0.00898264476551909,0.00898264476551909
50,Chitimba Health Centre,2025,1,all,0.046735901943239136,0.046735901943239136
51,Chitipa District Hospital,2025,1,all,0.027067454058764526,0.027067454058764526
52,Chitowo Health Centre,2025,1,all,0.007821419171991627,0.007821419171991627
53,Chiwamba Health Centre,2025,1,all,0.0,0.0
54,Chiwe Health Centre,2025,1,all,0.0,0.0
55,Choma Health Centre,2025,1,all,0.0,0.0
56,City Clinic Zomba,2025,1,all,0.012891149140067653,0.012891149140067653
57,Dedza District Hospital,2025,1,all,0.011326595432776282,0.011326595432776282
58,Diamphwe Health Centre,2025,1,all,0.008057932029316943,0.008057932029316943
59,Dickson Health Centre,2025,1,all,0.025163549802608414,0.025163549802608414
60,Domasi Rural Hospital,2025,1,all,0.008905517993187556,0.008905517993187556
61,Dr David Livingstone Memorial Clinic,2025,1,all,0.0,0.0
