Unnamed: 0,hiv,tb
0,0.1021786963027109,1.843554454421913
1,0.1110174455187396,1.545382423668301
2,0.1125476200345813,2.481074536122381
3,0.1205385013275763,1.638661861105671
4,0.1454433758512425,1.981800617730404
5,0.1154839982750922,2.032328577841639
6,0.1437851632047928,1.603029372127741
7,0.1353620785200272,1.930618780124794
8,0.1245571141613386,1.791260821639936
9,0.139894323028669,2.270404167592282
10,0.1292681528946978,1.802851954815316
11,0.130761192154499,1.6733131184565
12,0.1264632599727794,2.220422279620978
13,0.1279183251091422,2.300762262011474
14,0.1168569640393376,2.46538335042675
15,0.1001871150580713,2.361683964953577
16,0.1339476708595318,2.24854689143017
17,0.1084372635954784,2.392803822631557
18,0.1219244991942767,1.951467126647859
19,0.1417390482282065,2.036531331009576
20,0.1058177861117988,2.147093490449445
21,0.1411347679087765,1.739471024372465
22,0.1376416378647316,1.507636969417683
23,0.1071499198379333,2.169977342966037
24,0.1146045452053442,1.58375338499946
25,0.1481001991477631,2.071672429811799
26,0.1317889113795838,2.4019681155559
27,0.1038416404025174,1.869168780971968
28,0.1193776901086404,1.702850618381829
29,0.1498697678540039,2.132567582256653
