Year,Month,Facility_ID,Appt_Type,Usage
2015,1,1,AccidentsandEmerg,578.0
2015,1,1,AntenatalFirst,1058.0
2015,1,1,AntenatalTotal,2554.0
2015,1,1,Csection,0.0
2015,1,1,Delivery,736.0
2015,1,1,DentalAll,0.0
2015,1,1,EPI,20507.0
2015,1,1,EstAdult,180.0
2015,1,1,FamPlan,2322.7058823529414
2015,1,1,IPAdmission,1605.0
2015,1,1,InpatientDays,1615.0
2015,1,1,MaleCirc,0.0
2015,1,1,MentalAll,0.0
2015,1,1,NewAdult,78.0
2015,1,1,OPD,31386.0
2015,1,1,PMTCT,56.0
2015,1,1,Peds,20.0
2015,1,1,STI,532.0
2015,1,1,U5Malnutr,83.0
2015,1,1,VCTTests,2946.0
2015,1,3,AccidentsandEmerg,473.0
2015,1,3,AntenatalFirst,310.0
2015,1,3,AntenatalTotal,727.0
2015,1,3,Csection,119.0
2015,1,3,Delivery,359.0
2015,1,3,DentalAll,0.0
2015,1,3,EPI,4798.0
2015,1,3,EstAdult,0.0
2015,1,3,FamPlan,1444.0
2015,1,3,IPAdmission,2429.0
2015,1,3,InpatientDays,1896.0
2015,1,3,MaleCirc,5.0
2015,1,3,MentalAll,159.0
2015,1,3,NewAdult,7.0
2015,1,3,OPD,10015.0
2015,1,3,PMTCT,0.0
2015,1,3,Peds,0.0
2015,1,3,U5Malnutr,1.0
2015,1,3,VCTTests,194.0
2015,1,5,AccidentsandEmerg,1760.1058441558441
2015,1,5,AntenatalFirst,2811.0
2015,1,5,AntenatalTotal,5103.0
2015,1,5,Csection,2.0
2015,1,5,Delivery,1466.5
2015,1,5,DentalAll,0.0
2015,1,5,EPI,37734.661437546194
2015,1,5,EstAdult,16157.0
2015,1,5,FamPlan,8375.0
2015,1,5,IPAdmission,2606.0
2015,1,5,InpatientDays,849.0
2015,1,5,MaleCirc,0.0
2015,1,5,MentalAll,0.0
2015,1,5,NewAdult,649.0
2015,1,5,OPD,78916.27067669173
2015,1,5,PMTCT,495.0
2015,1,5,Peds,1285.0
2015,1,5,STI,1167.0
2015,1,5,U5Malnutr,278.0625
2015,1,5,VCTTests,8944.0
2015,1,6,AccidentsandEmerg,0.0
2015,1,6,AntenatalFirst,0.0
2015,1,6,AntenatalTotal,0.0
2015,1,6,Csection,33.0
2015,1,6,Delivery,182.0
2015,1,6,DentalAll,0.0
2015,1,6,EPI,2083.0
2015,1,6,EstAdult,3791.0
2015,1,6,FamPlan,0.0
2015,1,6,IPAdmission,0.0
2015,1,6,InpatientDays,0.0
2015,1,6,MaleCirc,0.0
2015,1,6,MentalAll,0.0
2015,1,6,NewAdult,42.0
2015,1,6,OPD,0.0
2015,1,6,PMTCT,70.0
2015,1,6,Peds,293.0
2015,1,6,STI,50.0
2015,1,6,U5Malnutr,0.0
2015,1,6,VCTTests,354.0
2015,1,13,AccidentsandEmerg,992.0
2015,1,13,AntenatalFirst,877.0
2015,1,13,AntenatalTotal,2099.0
2015,1,13,Csection,2.0
2015,1,13,Delivery,576.0
2015,1,13,DentalAll,0.0
2015,1,13,EPI,23347.0
2015,1,13,EstAdult,85.0
2015,1,13,FamPlan,1658.0
2015,1,13,IPAdmission,945.0
2015,1,13,InpatientDays,702.0
2015,1,13,MaleCirc,1.0
2015,1,13,MentalAll,0.0
2015,1,13,NewAdult,42.0
2015,1,13,OPD,31131.0
2015,1,13,PMTCT,15.0
2015,1,13,Peds,11.0
2015,1,13,STI,275.0
2015,1,13,U5Malnutr,52.0
2015,1,13,VCTTests,3288.0
2015,1,14,AccidentsandEmerg,202.54
2015,1,14,AntenatalFirst,515.0
2015,1,14,AntenatalTotal,1109.0
2015,1,14,Csection,25.0
2015,1,14,Delivery,462.0
2015,1,14,DentalAll,0.0
2015,1,14,EPI,5773.0
2015,1,14,EstAdult,282.0
2015,1,14,FamPlan,576.0
2015,1,14,IPAdmission,1429.0
2015,1,14,InpatientDays,1506.0
2015,1,14,MaleCirc,0.0
2015,1,14,MentalAll,0.0
2015,1,14,NewAdult,127.0
2015,1,14,OPD,7172.0
2015,1,14,PMTCT,99.0
2015,1,14,Peds,49.0
2015,1,14,STI,120.0
2015,1,14,U5Malnutr,4.0
2015,1,14,VCTTests,1634.0
2015,1,15,AccidentsandEmerg,97.0
2015,1,15,AntenatalFirst,248.0
2015,1,15,AntenatalTotal,419.0
2015,1,15,Csection,63.0
2015,1,15,Delivery,231.0
2015,1,15,DentalAll,0.0
2015,1,15,EPI,4479.0
2015,1,15,EstAdult,2997.0
2015,1,15,FamPlan,4032.315789473684
2015,1,15,IPAdmission,1628.0
2015,1,15,InpatientDays,2001.0
