Item_Code,is_diagnostic,is_medicine,is_other,is_vital,is_drug_or_vaccine,item_category
107,False,False,True,True,False,
108,False,False,True,False,False,
109,False,False,True,False,False,
110,False,False,True,False,False,
111,False,False,True,False,False,
112,False,False,True,False,False,
113,False,True,False,True,True,road_traffic_injuries
114,False,False,True,False,False,
115,False,False,True,False,False,
116,False,True,False,False,False,
117,False,False,True,False,False,reproductive_health
118,False,True,False,False,False,
119,False,True,False,False,False,
120,False,False,True,True,True,other_childhood_illnesses
121,False,True,False,False,False,
122,False,True,False,True,True,
123,False,True,False,True,True,reproductive_health
124,False,True,False,False,False,
125,False,True,False,True,True,other_childhood_illnesses
126,False,False,True,True,False,general
127,False,True,False,False,False,general
128,True,False,False,False,False,reproductive_health
129,False,False,True,True,True,
130,False,True,False,True,True,reproductive_health
131,False,True,False,True,True,neonatal_health
132,False,True,False,True,True,neonatal_health
133,False,True,False,True,True,general
134,False,False,True,False,False,general
135,False,False,True,True,False,general
136,False,False,True,True,False,
137,False,True,False,False,False,
138,True,False,False,False,False,
139,False,True,False,True,False,
140,False,True,False,True,True,reproductive_health
141,False,True,False,False,False,general
142,False,False,True,True,False,
143,False,True,False,False,False,
144,False,False,True,False,False,general
145,False,False,True,False,False,other_childhood_illnesses
146,False,True,False,True,True,other_childhood_illnesses
147,False,True,False,True,True,other_childhood_illnesses
148,False,True,False,True,True,other_childhood_illnesses
149,False,True,False,True,True,general
150,False,True,False,True,True,epi
151,False,True,False,True,True,epi
152,False,True,False,True,True,
153,False,False,True,True,False,epi
154,False,False,True,True,False,general
155,False,True,False,True,True,epi
156,False,False,True,True,False,
157,False,True,False,False,False,epi
158,False,True,False,True,True,epi
159,False,True,False,False,False,
160,False,True,False,False,False,malaria
161,False,True,False,False,False,malaria
162,False,True,False,True,True,malaria
163,True,False,False,False,False,malaria
164,False,True,False,True,True,malaria
165,False,True,False,False,False,
166,False,True,False,False,False,
167,False,True,False,False,False,
168,False,True,False,False,False,
169,False,True,False,False,False,
170,False,True,False,True,True,malaria
171,False,False,True,True,False,general
172,False,False,True,True,False,
173,False,True,False,False,False,
174,False,False,True,False,False,
175,True,False,False,False,False,tb
176,False,True,False,True,True,tb
177,False,True,False,True,True,tb
178,False,True,False,True,True,tb
179,False,True,False,True,True,tb
180,False,True,False,False,False,
181,False,True,False,True,True,tb
182,False,True,False,False,False,tb
183,False,False,True,False,False,
184,True,False,False,False,False,tb
185,True,False,False,False,False,
186,True,False,False,False,False,
187,True,False,False,False,False,tb
188,True,False,False,False,False,
189,True,False,False,False,False,
190,True,False,False,False,False,hiv
191,True,False,False,False,False,hiv
192,False,True,False,True,True,tb
193,True,False,False,False,False,
194,False,False,True,False,False,
195,False,False,True,False,False,
196,True,False,False,False,False,hiv
197,False,False,True,False,False,hiv
198,False,True,False,True,True,hiv
199,False,True,False,True,True,hiv
200,True,False,False,False,False,hiv
201,False,True,False,True,True,
202,False,True,False,True,True,hiv
203,False,True,False,True,True,hiv
204,False,True,False,True,True,hiv
205,False,True,False,True,True,hiv
206,True,False,False,False,False,hiv
207,True,False,False,False,False,hiv
208,False,True,False,True,True,undernutrition
209,False,True,False,True,True,other_childhood_illnesses
210,False,True,False,False,False,
211,False,True,False,False,False,
212,False,True,False,True,True,undernutrition
213,False,True,False,True,True,undernutrition
214,False,True,False,True,True,undernutrition
215,False,True,False,False,False,
216,True,False,False,False,False,reproductive_health
217,True,False,False,False,False,
218,True,False,False,False,False,
219,False,True,False,False,False,
220,False,True,False,False,False,
221,False,True,False,True,True,ncds
222,False,True,False,False,True,reproductive_health
223,False,True,False,False,False,
224,False,True,False,False,False,
225,False,True,False,True,True,cardiometabolicdisorders
226,False,True,False,True,True,ncds
227,False,True,False,True,True,reproductive_health
228,False,True,False,False,False,
229,True,False,False,False,False,
230,True,False,False,False,False,
231,False,True,False,False,False,
232,False,True,False,True,True,reproductive_health
233,False,True,False,True,True,ncds
234,False,True,False,False,False,cardiometabolicdisorders
235,True,False,False,False,False,
236,True,False,False,False,False,
237,False,True,False,False,False,
238,False,True,False,False,True,cancer
239,False,True,False,True,True,cancer
240,False,True,False,True,True,cancer
241,False,True,False,True,True,
242,False,True,False,False,True,road_traffic_injuries
243,False,True,False,True,True,road_traffic_injuries
244,False,False,True,True,False,general
245,False,False,True,False,False,
246,False,True,False,False,False,
247,False,False,True,True,False,general
248,False,True,False,True,True,other_childhood_illnesses
249,False,False,True,False,False,road_traffic_injuries
250,True,False,False,False,False,
251,False,True,False,False,False,
252,False,False,True,False,False,
253,False,True,False,False,False,
254,False,True,False,False,False,
255,False,True,False,False,False,
256,False,False,True,False,False,
257,False,True,False,False,False,
258,False,True,False,True,True,
259,False,True,False,True,True,cancer
260,False,True,False,True,True,cancer
261,False,True,False,True,True,cancer
262,False,True,False,True,True,cancer
263,False,True,False,True,True,cancer
264,False,True,False,True,True,cancer
265,False,True,False,True,True,cancer
266,False,True,False,True,True,cancer
267,False,True,False,True,True,ncds
268,False,True,False,True,True,ncds
269,False,True,False,False,False,
270,False,True,False,False,False,
271,False,True,False,False,False,
272,False,True,False,False,False,
273,False,True,False,False,False,
274,False,True,False,False,False,
275,False,True,False,False,True,ncds
276,False,True,False,True,True,ncds
277,False,False,True,False,False,
278,False,True,False,True,True,ncds
279,False,True,False,True,True,ncds
280,False,True,False,False,False,cancer
281,False,True,False,False,False,cancer
282,False,True,False,False,False,
283,False,True,False,False,False,cancer
284,False,True,False,False,False,cancer
285,False,True,False,False,False,cancer
286,False,True,False,False,True,cancer
287,False,True,False,False,True,cancer
288,False,True,False,False,True,cancer
289,False,True,False,False,True,cancer
290,False,False,True,False,True,cancer
291,False,True,False,True,True,other_childhood_illnesses
292,False,True,False,False,False,
293,False,True,False,False,False,
294,False,True,False,False,False,
295,False,True,False,True,True,other_childhood_illnesses
296,False,True,False,True,True,other_childhood_illnesses
297,False,True,False,True,True,other_childhood_illnesses
298,False,True,False,True,True,other_childhood_illnesses
299,False,True,False,True,True,other_childhood_illnesses
300,False,False,True,False,False,general
301,False,True,False,False,False,
302,False,True,False,False,False,
303,True,False,False,False,False,
304,False,True,False,False,False,
305,False,True,False,False,False,
306,False,True,False,False,False,
307,False,True,False,False,False,
308,False,True,False,False,False,
309,False,True,False,False,False,
310,False,True,False,False,False,
311,False,True,False,False,False,
312,False,True,False,False,False,
313,False,True,False,False,False,
314,False,False,True,False,False,
315,False,False,True,False,False,
316,False,False,True,False,False,
317,False,False,True,False,False,
318,False,True,False,False,False,
319,False,True,False,False,False,
320,False,True,False,False,False,
321,False,False,True,False,False,
322,False,False,True,False,False,
323,False,True,False,False,False,
324,False,True,False,False,False,
325,False,False,True,False,False,
326,False,False,True,False,False,
327,False,False,True,False,False,
328,False,False,True,False,False,
329,False,True,False,False,False,
330,False,False,True,False,False,
331,False,False,True,False,False,
332,False,False,True,False,False,
333,False,False,True,False,False,
334,False,False,True,False,False,
335,False,False,True,False,False,
336,False,False,True,False,False,
337,False,False,True,False,False,
338,False,False,True,False,False,
339,False,True,False,False,False,
340,False,True,False,False,False,
341,False,True,False,False,False,
1000,False,True,False,False,False,
1001,False,True,False,False,False,
1002,False,True,False,False,False,
1003,False,True,False,False,False,
1004,True,False,False,False,False,
1005,False,True,False,True,True,
1006,True,False,False,False,False,
1007,False,True,False,False,True,reproductive_health
1008,False,True,False,False,False,
1009,False,True,False,False,False,
1010,False,True,False,False,False,
1011,False,True,False,False,False,
1012,False,True,False,False,False,
1013,False,True,False,False,False,
1014,False,True,False,False,False,
1015,False,True,False,True,True,reproductive_health
1016,False,True,False,False,False,
1017,False,True,False,False,False,
1018,False,True,False,False,False,
1019,False,True,False,False,False,
1020,False,True,False,False,False,
1021,False,True,False,False,False,
1022,False,True,False,False,False,
1023,False,True,False,False,False,
1024,False,True,False,False,False,
1025,False,True,False,False,False,
1026,False,True,False,False,False,
1027,False,False,True,False,False,
1028,False,True,False,False,False,
1029,False,True,False,False,False,
1030,False,True,False,False,False,
1031,False,True,False,False,False,
1032,False,False,True,False,False,
1033,False,False,True,False,False,
1034,False,True,False,False,False,
1035,False,True,False,False,False,
1036,False,True,False,False,False,
1037,False,True,False,False,False,
1038,False,True,False,False,False,
1039,False,True,False,False,False,
1040,False,True,False,False,False,
1041,False,True,False,False,False,
1042,True,False,False,False,False,
1043,False,False,True,False,False,
1044,False,True,False,False,False,
1045,False,False,True,False,False,
1046,True,False,False,False,False,
1047,False,True,False,False,False,
1048,False,True,False,False,False,
1049,False,True,False,False,False,
1050,False,True,False,False,False,
1051,False,True,False,False,False,
1052,False,False,True,False,False,
1053,False,True,False,False,False,
1054,False,True,False,False,False,
1055,False,True,False,False,False,
1056,False,True,False,False,False,
1057,False,True,False,False,False,
1058,True,False,False,False,False,
1059,False,True,False,False,False,
1060,True,False,False,False,False,
1061,False,False,True,False,False,
1062,False,True,False,False,False,
1063,False,True,False,False,False,
1064,True,False,False,False,False,
1065,True,False,False,False,False,
1066,False,True,False,False,False,
1067,False,True,False,False,False,
1068,False,True,False,False,False,
1069,False,True,False,False,False,
1070,False,True,False,False,False,
1071,False,False,True,False,False,
1072,False,True,False,False,False,
1073,False,True,False,False,False,
1074,False,True,False,False,False,
1075,False,True,False,False,False,
1076,False,True,False,False,False,
1077,False,True,False,False,False,
1078,False,True,False,False,False,
1079,False,True,False,False,False,
1080,False,True,False,False,False,
1081,False,True,False,False,False,
1082,False,True,False,False,False,
1083,False,True,False,False,False,
1084,False,True,False,False,False,
1085,False,True,False,False,False,
1086,False,True,False,False,False,
1087,False,True,False,False,False,
1088,False,True,False,False,False,
1089,False,True,False,False,False,
1090,False,True,False,False,False,
1091,False,True,False,False,False,
1092,False,True,False,False,False,
1093,False,True,False,False,False,
1094,False,True,False,False,False,
1095,False,True,False,False,False,
1096,False,True,False,False,False,
1097,False,True,False,False,False,
1098,False,True,False,False,False,
1099,False,True,False,False,False,
1100,False,True,False,False,False,
1101,False,True,False,False,False,
1102,False,True,False,False,False,
1103,False,True,False,False,False,
1104,False,True,False,False,False,
1105,False,True,False,False,False,
1106,False,True,False,False,False,
1107,False,True,False,False,False,
1108,False,True,False,False,False,
1109,False,True,False,False,False,
1110,False,True,False,False,False,
1111,False,True,False,False,False,
1112,False,True,False,False,False,
1113,False,True,False,False,False,
1114,False,True,False,False,False,
1115,False,True,False,False,False,
1116,False,True,False,False,False,
1117,False,True,False,False,False,
1118,False,True,False,False,False,
1119,False,True,False,False,False,
1120,False,True,False,False,False,
1121,False,True,False,False,False,
1122,False,True,False,False,False,
1123,False,True,False,False,False,
1124,False,True,False,False,False,malaria
1125,False,True,False,False,False,
1126,False,True,False,False,False,
1127,True,False,False,False,False,
1128,False,True,False,False,False,
1129,False,True,False,False,False,
1130,False,True,False,False,False,
1131,False,True,False,False,False,
1132,False,True,False,False,False,
1133,False,True,False,False,False,
1134,False,True,False,False,False,
1135,False,True,False,False,False,
1136,False,True,False,False,False,
1137,False,True,False,False,False,
1138,False,True,False,False,False,
1139,False,True,False,False,False,
1140,False,True,False,False,False,
1141,False,True,False,False,False,
1142,False,True,False,False,False,
1143,False,False,True,False,False,
1144,False,False,True,False,False,
1145,False,False,True,False,False,
1146,False,False,True,False,False,
1147,False,False,True,False,False,
1148,False,False,True,False,False,
1149,False,False,True,False,False,
1150,False,False,True,False,False,
1151,False,False,True,False,False,
1152,False,False,True,False,False,
1153,False,False,True,False,False,
1154,False,False,True,False,False,
1155,False,False,True,False,False,
1156,False,False,True,False,False,
1157,False,False,True,False,False,
1158,False,False,True,False,False,
1159,False,False,True,False,False,
1160,False,False,True,False,False,
1161,False,False,True,False,False,
1162,False,False,True,False,False,
1163,False,False,True,False,False,
1164,False,False,True,False,False,
1165,False,False,True,False,False,
1166,False,False,True,False,False,
1167,False,False,True,False,False,
1168,False,True,False,False,False,
1169,False,True,False,False,False,
1170,False,True,False,False,False,
1171,False,True,False,False,False,
1172,False,True,False,False,False,
1173,False,True,False,False,False,
1174,False,True,False,False,False,
1175,False,True,False,False,False,
1176,False,True,False,False,False,
1177,False,True,False,False,False,
1178,False,True,False,False,False,
1179,False,True,False,False,False,
1180,False,True,False,False,False,
1181,False,True,False,False,False,
1182,False,False,True,False,False,
1183,False,True,False,False,False,
1184,False,True,False,False,False,
1185,False,True,False,False,False,
1186,False,True,False,False,False,
1187,False,True,False,False,False,
1188,False,False,True,False,False,
1189,False,True,False,False,False,
1190,False,True,False,False,False,
1191,False,True,False,True,True,hiv
1192,False,True,False,False,False,
1193,False,False,True,False,False,
1194,False,True,False,False,False,
1195,False,True,False,False,False,
1196,False,True,False,False,False,
1197,False,True,False,True,True,epi
1198,False,True,False,False,False,
1199,False,True,False,False,False,
1200,False,True,False,False,False,
1201,False,True,False,False,False,
1202,False,True,False,False,False,
1203,False,True,False,False,False,
1204,False,True,False,False,False,
1205,False,True,False,False,False,
1206,False,True,False,False,False,
1207,False,True,False,False,False,
1208,False,True,False,False,False,
1209,False,True,False,False,False,
1210,False,True,False,False,False,
1211,False,True,False,False,False,
1212,False,True,False,False,False,
1213,False,True,False,False,False,
1214,False,True,False,False,False,
1215,False,True,False,False,False,
1216,False,True,False,False,False,
1217,False,True,False,False,False,
1218,False,True,False,False,False,
1219,False,True,False,False,False,
1220,False,True,False,True,True,undernutrition
1221,False,True,False,True,True,undernutrition
1222,False,True,False,True,True,
1223,False,True,False,True,True,undernutrition
1224,False,True,False,False,False,
1225,False,True,False,False,False,
1226,False,True,False,False,False,
1227,False,True,False,True,True,undernutrition
1228,False,True,False,False,False,
1229,False,False,True,False,False,
1230,False,True,False,False,False,
1231,False,True,False,False,False,
1232,False,True,False,False,False,
1233,False,False,True,False,False,
1234,False,False,True,False,False,
1235,False,False,True,False,False,
1236,False,False,True,False,False,
1237,False,False,True,False,False,cancer
1238,False,False,True,False,False,
1239,False,False,True,False,False,cancer
1240,True,False,False,False,False,
1241,True,False,False,False,False,
1242,False,True,False,False,False,
1243,True,False,False,False,False,
1244,False,False,True,False,False,
1245,False,False,True,False,False,
1246,False,False,True,False,False,
1247,False,True,False,False,False,
1248,False,True,False,False,False,
1249,False,True,False,False,False,
1250,False,True,False,False,False,
1251,False,False,True,False,False,
1252,False,False,True,False,False,
1253,False,True,False,False,False,
1254,False,True,False,False,False,
1255,False,True,False,False,False,
1256,False,True,False,False,False,
1257,False,True,False,False,False,
1258,False,False,True,False,False,
1259,False,True,False,False,False,
1260,False,True,False,False,False,
1261,False,True,False,False,False,
1262,True,False,False,False,False,
1263,True,False,False,False,False,
1264,False,True,False,False,False,
1265,False,True,False,False,False,
1266,False,True,False,False,False,
1267,False,True,False,False,False,
1268,False,True,False,False,False,
1269,False,True,False,False,False,
1270,False,True,False,False,False,
1271,False,True,False,False,False,
1272,True,False,False,False,False,
1273,False,False,True,False,False,
1274,False,True,False,False,False,
1275,False,False,True,False,False,
1276,False,False,True,False,False,
1277,False,False,True,False,False,
1278,False,False,True,False,False,
1279,False,False,True,False,False,
1280,False,False,True,False,False,
1281,False,False,True,False,False,
1282,False,False,True,False,False,
1283,False,False,True,False,False,
1284,False,False,True,False,False,
1285,False,False,True,False,False,
1286,False,True,False,False,False,
1287,False,True,False,False,False,
1288,False,True,False,False,False,
1289,False,True,False,False,False,
1290,False,True,False,False,False,
1291,False,True,False,False,False,
1292,False,True,False,False,False,
1293,False,True,False,False,False,
1294,False,True,False,False,False,
1295,False,True,False,False,False,
1296,True,False,False,False,False,
1297,True,False,False,False,False,
1298,False,False,True,False,False,
1299,True,False,False,False,False,
1300,False,False,True,False,False,
1301,False,False,True,False,False,
1302,False,False,True,False,False,
1303,False,False,True,False,False,
1304,False,False,True,False,False,
1305,False,False,True,False,False,
1306,False,False,True,False,False,
1307,False,False,True,False,False,
1308,False,False,True,False,False,
1309,False,False,True,False,False,
1310,False,False,True,False,False,
1311,False,False,True,False,False,
1312,False,False,True,False,False,
1313,False,False,True,False,False,
1314,False,False,True,False,False,
1315,False,False,True,False,False,
1316,False,False,True,False,False,
1317,False,False,True,False,False,
1318,False,False,True,False,False,
1319,False,False,True,False,False,
1320,False,False,True,False,False,
1321,False,False,True,False,False,
1322,False,False,True,False,False,
1323,False,False,True,False,False,
1324,False,False,True,False,False,
1325,False,False,True,False,False,
1326,False,False,True,False,False,
1327,False,False,True,False,False,
1328,False,False,True,False,False,
1329,False,False,True,False,False,
1330,False,False,True,False,False,
1331,False,False,True,False,False,
1332,False,True,False,False,False,
1333,False,True,False,False,False,
1334,False,True,False,False,False,
1335,False,True,False,False,False,
1336,False,True,False,False,False,
1337,False,True,False,False,False,
1338,False,True,False,False,False,
1339,False,True,False,False,False,
1340,False,True,False,False,False,
1341,False,True,False,False,False,
1342,False,False,True,False,False,
1343,False,False,True,False,False,
1344,False,False,True,False,False,
1345,False,False,True,False,False,
1346,False,False,True,False,False,
1347,False,True,False,False,False,
1348,False,True,False,False,False,
1349,False,True,False,False,False,
1350,False,True,False,False,False,
1351,False,True,False,False,False,
1352,False,True,False,False,False,
1353,False,True,False,False,False,
1354,False,True,False,False,False,
1355,False,True,False,False,False,
1356,True,False,False,False,False,
1357,False,True,False,False,False,
1358,False,False,True,False,False,
1359,True,False,False,False,False,
1360,False,False,True,False,False,
1361,False,False,True,False,False,
1362,False,False,True,False,False,
1363,False,False,True,False,False,
1364,False,False,True,False,False,
1365,False,False,True,False,False,
1366,False,False,True,False,False,
1367,False,False,True,False,False,
1368,False,False,True,False,False,
1369,False,False,True,False,False,
1370,False,False,True,False,False,
1371,False,False,True,False,False,
1372,True,False,False,False,False,
1373,False,True,False,False,False,
1374,False,True,False,False,False,
1375,False,True,False,False,False,
1376,False,True,False,False,False,
1377,False,True,False,False,False,
1378,False,True,False,False,False,
1379,False,True,False,False,False,
1380,False,True,False,False,False,
1381,False,True,False,False,False,
1382,False,True,False,False,False,
1383,False,True,False,False,False,
1384,False,True,False,False,False,
1385,False,True,False,False,False,
1386,False,True,False,False,False,
1387,False,True,False,False,False,
1388,False,True,False,False,False,
1389,False,True,False,False,False,
1390,False,True,False,False,False,
1391,False,True,False,False,False,
1392,False,True,False,False,False,
1393,False,True,False,False,False,
1394,False,True,False,False,False,
1395,False,True,False,False,False,
1396,False,True,False,False,False,
1397,False,True,False,False,False,
1398,False,True,False,False,False,
1399,False,True,False,False,False,
1400,False,True,False,False,False,
1401,False,True,False,False,False,
1402,False,True,False,False,False,
1403,False,True,False,False,False,
1404,False,True,False,False,False,
1405,False,True,False,False,False,
1406,False,True,False,False,False,
1407,False,True,False,False,False,
1408,False,False,True,False,False,
1409,False,False,True,False,False,
1410,False,False,True,False,False,
1411,False,False,True,False,False,
1412,False,False,True,False,False,
1413,False,False,True,False,False,
1414,False,False,True,False,False,
1415,False,True,False,False,False,
1416,False,True,False,False,False,
1417,False,True,False,False,False,
1418,False,True,False,False,False,
1419,False,False,True,False,False,
1420,False,False,True,False,False,
1421,False,False,True,False,False,
1422,False,False,True,False,False,
1423,False,True,False,False,False,
1424,False,True,False,False,False,
1425,False,True,False,False,False,
1426,False,True,False,False,False,
1427,False,True,False,False,False,
1428,False,False,True,False,False,
1429,False,False,True,False,False,
1430,False,True,False,False,False,
1431,False,True,False,False,False,
1432,False,True,False,False,False,
1433,False,True,False,False,False,
1434,False,True,False,False,False,
1435,False,True,False,False,False,
1436,False,True,False,False,False,
1437,False,True,False,False,False,
1438,False,True,False,False,False,
1439,False,True,False,False,False,
1440,False,True,False,False,False,
1441,False,True,False,False,False,
1442,False,True,False,False,False,
1443,False,True,False,False,False,
1444,False,True,False,False,False,
1445,False,True,False,False,False,
1446,False,True,False,False,False,
1447,False,True,False,False,False,
1448,False,True,False,False,False,
1449,False,False,True,False,False,
1450,False,True,False,False,False,
1451,False,True,False,False,False,
1452,False,True,False,False,False,
1453,False,True,False,False,False,
1454,False,True,False,False,False,
1455,False,True,False,False,False,
1456,False,True,False,False,False,
1457,False,True,False,False,False,
1458,False,False,True,False,False,
1459,False,True,False,False,False,
1460,False,True,False,False,False,
1461,False,True,False,False,False,
1462,False,True,False,False,False,
1463,False,True,False,False,False,
1464,False,True,False,False,False,
1465,False,True,False,False,False,
1466,False,True,False,False,False,
1467,False,True,False,False,False,
1468,False,True,False,False,False,
1469,False,True,False,False,False,
1470,False,True,False,False,False,
1471,False,False,True,False,False,
1472,False,False,True,False,False,
1473,False,False,True,False,False,
1474,False,True,False,False,False,
1475,False,False,True,False,False,
1476,False,False,True,False,False,
1477,False,True,False,False,False,
1478,False,True,False,False,False,
1479,False,True,False,False,False,
1480,False,True,False,False,False,
1481,False,True,False,False,False,
1482,False,True,False,False,False,
1483,False,True,False,False,False,
1484,False,True,False,False,False,
1485,False,True,False,False,False,
1486,False,False,True,False,False,
1487,False,True,False,False,False,
1488,False,False,True,False,False,
1489,False,True,False,False,False,
1490,False,True,False,False,False,
1491,True,False,False,False,False,
1492,False,False,True,False,False,
1493,False,False,True,False,False,
1494,True,False,False,False,False,
1495,True,False,False,False,False,
1496,False,False,True,False,False,
1497,False,False,True,False,False,
1498,False,True,False,False,False,
1499,False,True,False,False,False,
1500,False,True,False,False,False,
1501,False,True,False,False,False,
1502,False,True,False,False,False,
1503,False,True,False,False,False,
1504,False,True,False,False,False,
1505,False,False,True,False,False,
1506,False,False,True,False,False,
1507,False,True,False,False,False,
1508,False,True,False,False,False,
1509,False,True,False,False,False,
1510,False,True,False,False,False,
1511,False,True,False,False,False,
1512,False,True,False,False,False,
1513,False,True,False,False,False,
1514,False,True,False,False,False,
1515,False,True,False,False,False,
1516,False,True,False,False,False,
1517,False,False,True,False,False,
1518,False,False,True,False,False,
1519,False,False,True,False,False,
1520,False,True,False,False,False,
1521,False,True,False,False,False,
1522,False,True,False,False,False,
1523,False,False,True,False,False,
1524,False,True,False,False,False,
1525,False,True,False,False,False,
1526,False,True,False,False,False,
1527,False,False,True,False,False,
1528,False,True,False,False,False,
1529,False,True,False,False,False,
1530,False,True,False,False,False,
1531,False,True,False,False,False,
1532,False,False,True,False,False,
1533,False,False,True,False,False,
1534,False,True,False,False,False,
1535,False,True,False,False,False,
1536,False,True,False,False,False,
1537,False,True,False,False,False,
1538,False,True,False,False,False,
1539,False,True,False,False,False,
1540,False,True,False,False,False,
1541,False,True,False,False,False,
1542,False,False,True,False,False,
1543,False,True,False,False,False,
1544,True,False,False,False,False,
1545,False,True,False,False,False,
1546,False,True,False,False,False,
1547,False,False,True,False,False,
1548,False,False,True,False,False,
1549,False,False,True,False,False,
1550,False,False,True,False,False,
1551,False,False,True,False,False,
1552,False,False,True,False,False,
1553,False,True,False,False,False,
1554,False,True,False,False,False,
1555,False,True,False,False,False,
1556,False,True,False,False,False,
1557,False,True,False,False,False,
1558,False,True,False,False,False,
1559,True,False,False,False,False,
1560,False,True,False,False,False,
1561,False,True,False,False,False,
1562,False,True,False,False,False,
1563,False,True,False,False,False,
1564,False,True,False,False,False,
1565,False,True,False,False,False,
1566,False,True,False,False,False,
1567,False,True,False,False,False,
1568,False,True,False,False,False,
1569,False,True,False,False,False,
1570,False,True,False,False,False,
1571,False,True,False,False,False,
1572,False,True,False,False,False,
1573,False,True,False,False,False,
1574,False,True,False,False,False,
1575,False,True,False,False,False,
1576,False,True,False,False,False,
1577,False,True,False,False,False,
1578,False,False,True,False,False,
1579,False,True,False,False,False,
1580,False,True,False,False,False,
1581,False,True,False,False,False,
1582,False,False,True,False,False,
1583,False,True,False,False,False,
1584,False,True,False,False,False,
1585,False,True,False,False,False,
1586,False,False,True,False,False,
1587,False,True,False,False,False,
1588,False,False,True,False,False,
1589,False,True,False,False,False,
1590,False,True,False,False,False,
1591,False,True,False,False,False,
1592,False,False,True,False,False,
1593,False,False,True,False,False,
1594,False,True,False,False,False,
1595,False,True,False,False,False,
1596,False,True,False,False,False,
1597,False,False,True,False,False,
1598,True,False,False,False,False,
1599,False,True,False,False,False,
1600,False,True,False,False,False,
1601,False,True,False,False,False,
1602,False,True,False,False,False,
1603,False,True,False,False,False,
1604,False,True,False,False,False,
1605,False,True,False,False,False,
1606,False,True,False,False,False,
1607,False,True,False,False,False,
1608,False,True,False,False,False,
1609,False,True,False,False,False,
1610,False,True,False,False,False,
1611,False,True,False,False,False,
1612,False,True,False,False,False,
1613,False,True,False,False,False,
1614,False,True,False,False,False,
1615,False,True,False,False,False,
1616,False,True,False,False,False,
1617,False,True,False,False,False,
1618,False,True,False,False,False,
1619,False,True,False,False,False,
1620,False,True,False,False,False,
1621,False,True,False,False,False,
